"Date","CasesNational","CasesCABA","CasesBuenosAires","CasesCatamarca","CasesChaco","CasesChubut","CasesCordoba","CasesCorrientes","CasesEntreRios","CasesFormosa","CasesJujuy","CasesLaPampa","CasesLaRioja","CasesMendoza","CasesMisiones","CasesNeuquen","CasesRioNegro","CasesSalta","CasesSanJuan","CasesSanLuis","CasesSantaCruz","CasesSantaFe","CasesSantiagoDelEstero","CasesTierraDelFuego","CasesTucuman"
2021-02-28,5572,649,2324,158,108,46,514,157,106,3,141,65,50,85,166,110,117,116,10,2,47,306,158,24,110
2021-03-01,4657,432,2003,154,74,117,393,93,92,22,44,75,17,98,106,147,111,56,48,3,63,314,34,32,129
2021-03-02,6653,652,2926,93,113,131,778,111,99,14,92,84,23,146,154,176,120,103,51,6,104,409,40,55,173
2021-03-03,7856,859,3461,53,174,131,699,253,161,29,94,104,23,207,116,176,185,140,61,6,139,503,55,22,205
2021-03-04,7431,668,3066,59,181,83,696,396,197,23,87,101,19,199,145,214,132,168,53,8,194,479,80,33,150
2021-03-05,7892,863,3494,117,172,108,728,155,120,28,80,110,23,161,110,182,157,174,62,5,150,527,91,48,227
2021-03-06,4860,651,2215,46,122,41,412,177,101,3,56,34,22,124,108,91,71,62,5,1,31,337,54,10,86
2021-03-07,2922,429,990,46,84,42,256,139,56,28,56,43,12,56,109,133,14,17,10,0,51,229,27,37,58
2021-03-08,5058,693,1991,75,119,69,492,198,85,24,35,69,17,128,109,128,111,43,78,3,94,289,44,34,130
2021-03-09,7307,877,3146,92,98,99,699,246,1634,28,68,110,14,204,123,156,140,131,64,6,68,514,42,31,192
2021-03-10,7693,934,3263,71,139,95,649,334,-1302,8,81,87,27,248,113,157,146,176,72,2,138,509,51,15,205
2021-03-11,8203,825,3450,80,140,105,698,71,141,49,67,101,31,198,127,166,89,141,59,563,115,614,67,36,270
2021-03-12,7850,829,3257,101,156,108,627,512,151,26,73,110,34,168,135,155,112,100,52,139,147,464,68,25,301
2021-03-13,6278,796,2692,104,140,85,593,298,108,19,27,95,19,135,119,83,36,140,11,1,99,471,71,12,124
2021-03-14,4931,821,2075,72,103,73,332,95,92,38,48,71,22,92,120,98,66,49,36,2,72,262,74,35,183
2021-03-15,4930,821,2074,72,104,73,332,95,91,39,49,70,22,93,120,97,65,49,37,1,73,261,75,34,183
2021-03-16,8235,967,3762,127,124,100,809,168,200,27,54,114,17,165,101,127,115,131,74,1,105,583,76,18,270
2021-03-17,8304,929,3596,112,139,126,781,264,203,21,75,160,1,149,141,131,110,123,74,4,142,596,108,33,286
2021-03-18,8328,916,3583,101,181,91,709,318,211,13,52,83,53,218,132,157,119,145,87,12,145,486,110,50,356
2021-03-19,8159,884,3542,116,166,127,682,357,241,25,51,68,26,213,119,159,70,60,92,15,133,522,114,38,339
2021-03-20,6827,842,3182,73,170,35,551,235,150,4,32,64,27,140,93,88,83,115,41,1,150,402,95,26,228
2021-03-21,4032,623,1657,52,120,17,405,96,127,6,51,46,21,73,121,60,23,42,4,0,46,243,70,23,106
2021-03-22,6400,895,2626,61,98,115,612,179,173,22,17,67,16,123,107,138,100,89,76,1,98,436,78,34,239
2021-03-23,9406,1180,4378,83,135,156,817,104,179,32,50,94,25,252,124,143,116,132,92,1,120,656,54,42,441
2021-03-24,8300,904,3902,70,180,101,769,344,127,20,23,67,25,169,138,132,85,89,39,1,117,570,98,62,268
2021-03-25,8238,1398,3702,83,125,129,723,28,136,57,38,87,38,187,123,80,84,70,92,90,81,444,134,45,264
2021-03-26,12932,1405,5685,98,159,155,1105,771,228,89,56,100,27,335,150,148,123,135,158,417,103,652,104,49,680
2021-03-27,10317,1476,5302,51,229,89,803,18,168,32,41,106,30,209,119,101,76,103,32,84,145,686,130,42,245
2021-03-28,7233,1044,3281,80,95,70,443,476,84,32,47,46,47,116,142,72,45,54,22,203,100,234,136,71,293
2021-03-29,14013,2109,6455,84,238,204,1076,492,215,75,28,102,106,373,126,121,162,147,158,191,174,869,93,54,361
2021-03-30,10153,1012,4940,71,96,132,826,886,204,28,49,43,18,271,114,82,83,84,139,60,82,548,51,19,315
2021-03-31,15244,1642,7575,75,177,163,1227,357,268,106,80,92,64,504,108,118,139,158,135,224,186,971,160,70,644
2021-04-01,15244,1641,7576,74,178,163,1227,356,268,106,80,92,63,505,108,119,139,158,135,225,187,971,159,71,644
2021-04-02,9902,1699,5016,94,189,48,697,194,160,0,52,67,51,235,89,60,36,67,43,141,58,469,104,68,265
2021-04-03,10169,1916,5290,68,79,32,670,100,133,12,31,75,78,314,33,63,71,75,20,214,73,407,115,46,253
2021-04-04,10169,1916,5290,67,80,31,670,100,132,13,31,75,79,313,33,63,71,75,21,214,74,406,116,46,254
2021-04-05,13667,2428,6242,110,90,154,1048,60,107,30,46,138,43,597,87,193,147,82,144,270,187,843,122,59,440
2021-04-06,20871,2281,10403,124,229,154,1843,467,415,89,81,165,75,785,218,169,214,246,251,402,162,1296,104,75,623
2021-04-07,22039,2480,11059,123,185,193,2109,433,411,91,48,173,126,1005,101,183,131,193,258,346,188,1296,176,46,685
2021-04-08,23682,2364,12026,171,260,177,2189,509,436,12,68,178,109,1046,153,131,163,224,331,523,180,1365,169,69,829
2021-04-09,24130,2601,12452,128,224,193,1867,433,453,100,54,214,60,1056,170,175,208,246,226,443,176,1427,223,151,850
